survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-423218,ENC-12000,2024-12-02,7.8,8.0,8.9,10.0,Yes
SRV-662422,ENC-14225,2024-02-17,2.0,1.0,1.0,1.0,No
SRV-283921,ENC-11884,2024-11-03,8.1,10.0,10.0,6.5,Yes
SRV-332097,ENC-14407,2024-05-15,6.9,7.3,7.8,4.7,No
SRV-946539,ENC-14601,2024-01-09,7.8,7.4,10.0,6.6,No
SRV-909873,ENC-10856,2024-10-28,8.9,9.2,8.7,8.4,No
SRV-629952,ENC-10711,2024-02-28,6.6,6.4,7.1,9.7,No
SRV-591755,ENC-10124,2024-05-23,8.0,8.3,9.6,7.7,Yes
SRV-313117,ENC-11360,2024-08-07,8.0,8.1,9.6,7.6,Yes
SRV-837776,ENC-14678,2024-04-16,7.8,7.5,7.9,5.6,No
SRV-187126,ENC-11369,2024-12-23,5.9,5.8,6.3,3.2,Yes
SRV-902480,ENC-96455,2024-09-14,9.5,10.0,8.8,10.0,Yes
SRV-440353,ENC-10256,2024-03-05,8.3,7.2,9.3,10.0,Yes
SRV-197580,ENC-10812,2024-11-18,7.4,5.9,8.6,6.6,No
SRV-970863,ENC-11125,2024-08-04,5.9,6.3,7.6,5.4,Yes
SRV-621862,ENC-10520,2024-04-18,7.9,7.0,8.2,4.8,Yes
SRV-113840,ENC-12333,2024-01-03,5.2,4.9,6.4,7.8,No
SRV-707268,ENC-11852,2024-07-19,9.6,10.0,9.4,10.0,Yes
SRV-261463,ENC-10411,2024-09-04,9.6,10.0,10.0,7.1,Yes
SRV-826612,ENC-11440,2024-06-03,9.7,10.0,10.0,10.0,Yes
SRV-728076,ENC-11771,2024-06-19,7.4,7.4,6.5,10.0,Yes
SRV-865432,ENC-10843,2024-03-01,9.1,7.8,10.0,9.5,Yes
SRV-170163,ENC-13907,2024-09-08,3.6,4.5,6.1,4.4,No
SRV-248399,ENC-14632,2024-12-14,6.3,5.3,5.4,5.3,No
SRV-240491,ENC-12929,2024-02-10,7.1,5.8,7.6,9.3,No
SRV-970626,ENC-14719,2024-01-28,9.8,10.0,10.0,6.9,Yes
SRV-462299,ENC-10846,2024-03-02,5.1,6.1,5.2,6.8,No
SRV-148634,ENC-10049,2024-08-05,5.4,5.7,5.0,7.1,Yes
SRV-673820,ENC-10872,2024-03-08,7.4,8.0,7.4,9.8,No
SRV-219502,ENC-13318,2024-05-27,10.0,9.6,10.0,7.9,Yes
SRV-266186,ENC-97339,2024-02-04,3.5,2.3,4.0,4.1,No
SRV-712403,ENC-12102,2024-12-09,6.5,6.7,8.1,9.4,Yes
SRV-672024,ENC-12434,2024-11-26,7.3,7.2,8.0,4.9,Yes
SRV-418003,ENC-13572,2024-04-22,10.0,10.0,10.0,9.4,Yes
SRV-975014,ENC-14479,2024-06-25,6.2,4.7,7.7,8.1,No
SRV-733602,ENC-11997,2024-01-15,4.4,5.3,6.4,4.6,No
SRV-119310,ENC-14092,2024-11-22,8.8,9.8,9.2,7.9,Yes
SRV-881097,ENC-11457,2024-12-25,9.7,9.5,10.0,9.6,No
SRV-487328,ENC-11080,2024-04-17,10.0,8.9,7.9,8.5,Yes
SRV-391561,ENC-14599,2024-01-31,5.3,7.0,8.0,4.6,No
SRV-876887,ENC-12213,2024-09-05,5.0,2.5,4.8,5.7,Yes
SRV-777858,ENC-10046,2024-01-16,8.2,7.8,8.1,9.1,No
SRV-628563,ENC-12290,2024-04-19,3.6,4.1,4.4,3.4,No
SRV-539564,ENC-10466,2024-09-06,7.7,8.3,8.8,10.0,Yes
SRV-278618,ENC-10185,2024-02-19,6.5,5.7,7.1,9.4,Yes
SRV-482128,ENC-14209,2024-03-16,5.5,5.4,6.4,1.3,Yes
SRV-980149,ENC-11614,2024-08-12,3.2,5.2,2.6,3.6,No
SRV-665464,ENC-14279,2024-08-14,9.6,10.0,10.0,10.0,Yes
SRV-955074,ENC-13710,2024-10-03,7.7,7.7,8.5,9.0,No
SRV-717531,ENC-14038,2024-11-27,10.0,8.5,10.0,7.2,Yes
SRV-772241,ENC-14885,2024-10-22,7.3,7.3,7.4,7.3,Yes
SRV-310451,ENC-11461,2024-06-29,8.2,8.9,7.1,9.3,Yes
SRV-905069,ENC-12772,2024-10-25,4.6,3.9,4.4,8.6,Yes
SRV-735167,ENC-10158,2024-11-25,4.6,4.7,6.9,2.8,No
SRV-946416,ENC-13030,2024-09-18,10.0,10.0,10.0,6.5,Yes
SRV-602289,ENC-13423,2024-04-21,7.7,8.0,7.3,6.3,No
SRV-443666,ENC-13669,2024-08-18,6.8,5.2,8.9,6.2,Yes
SRV-171860,ENC-13130,2024-09-28,7.6,5.5,7.4,5.7,Yes
SRV-128712,ENC-13297,2024-03-01,8.7,9.0,8.7,10.0,Yes
SRV-116259,ENC-12406,2024-02-13,7.5,8.6,6.8,3.9,No
SRV-334189,ENC-14703,2024-09-17,5.8,5.8,5.9,3.8,No
SRV-260199,ENC-11772,2024-03-22,3.5,1.8,4.8,6.5,No
SRV-339939,ENC-13088,2024-01-23,8.3,9.2,8.7,6.3,No
SRV-896881,ENC-10167,2024-09-30,10.0,8.4,10.0,7.0,Yes
SRV-954737,ENC-12131,2024-08-14,8.9,7.7,9.4,9.9,Yes
SRV-158307,ENC-10977,2024-11-20,6.1,7.9,8.2,4.5,No
SRV-543090,ENC-11487,2024-03-14,7.4,8.5,8.4,7.5,No
SRV-107293,ENC-12482,2024-06-01,7.1,7.4,9.0,8.0,Yes
SRV-806216,ENC-14966,2024-01-18,5.3,7.3,5.1,2.4,Yes
SRV-433297,ENC-13421,2024-11-27,9.2,8.7,10.0,9.1,Yes
SRV-321892,ENC-13989,2024-01-30,10.0,10.0,10.0,9.9,Yes
SRV-865033,ENC-12678,2024-02-05,10.0,10.0,10.0,10.0,Yes
SRV-900549,ENC-10800,2024-01-29,2.9,2.4,5.5,2.9,No
SRV-131176,ENC-10490,2024-11-06,1.4,1.2,3.2,3.9,No
SRV-941136,ENC-10027,2024-07-16,8.8,8.7,9.9,10.0,Yes
SRV-863394,ENC-12412,2024-06-06,9.4,9.0,8.9,8.6,No
SRV-836603,ENC-13525,2024-08-18,8.7,7.8,10.0,10.0,No
SRV-754677,ENC-11599,2024-04-22,6.5,7.6,8.5,7.1,No
SRV-420891,ENC-14461,2024-06-07,5.6,4.6,6.6,4.4,Yes
SRV-179352,ENC-10398,2024-10-07,8.9,8.7,8.6,7.4,Yes
SRV-796173,ENC-11691,2024-08-05,4.8,1.8,5.6,1.4,Yes
SRV-671431,ENC-11385,2024-10-20,8.6,9.6,9.3,7.5,No
SRV-185791,ENC-14715,2024-01-01,5.4,6.5,5.2,3.5,No
SRV-864271,ENC-13350,2024-11-13,9.4,10.0,9.0,10.0,Yes
SRV-908529,ENC-11652,2024-04-29,7.2,3.8,7.5,7.0,No
SRV-179288,ENC-99790,2024-09-10,6.2,4.4,7.2,2.4,Yes
SRV-956240,ENC-13296,2024-04-06,7.2,6.1,8.8,8.5,Yes
SRV-865979,ENC-14268,2024-04-22,4.9,4.1,6.0,4.5,Yes
SRV-316532,ENC-11664,2024-10-29,7.5,8.5,6.4,6.6,Yes
SRV-315754,ENC-12143,2024-08-12,7.2,8.0,8.6,7.9,Yes
SRV-854366,ENC-98470,2024-05-10,4.3,2.9,4.2,6.2,No
SRV-402350,ENC-14941,2024-03-25,6.9,8.6,8.4,9.7,Yes
SRV-608647,ENC-14594,2024-10-04,8.8,8.4,9.0,10.0,Yes
SRV-574403,ENC-14399,2024-01-17,8.8,9.5,10.0,4.8,Yes
SRV-223667,ENC-13954,2024-02-05,7.6,8.4,7.5,9.9,No
SRV-711840,ENC-10744,2024-07-25,9.1,8.9,8.7,9.1,Yes
SRV-886691,ENC-11883,2024-03-21,5.3,5.7,5.8,3.3,No
SRV-523126,ENC-10160,2024-09-25,8.0,7.3,8.4,6.5,Yes
SRV-720491,ENC-14705,2024-05-01,9.9,8.5,10.0,8.1,Yes
SRV-416743,ENC-11829,2024-04-12,5.4,6.4,7.2,8.7,Yes
SRV-334599,ENC-12021,2024-02-02,9.8,10.0,9.3,9.2,Yes
SRV-363616,ENC-10497,2024-06-23,8.0,9.2,6.9,7.8,No
SRV-925403,ENC-10983,2024-03-30,8.4,7.7,9.2,5.8,Yes
SRV-597368,ENC-98789,2024-09-07,5.1,5.0,4.5,2.5,No
SRV-106641,ENC-13257,2024-03-28,4.8,5.4,5.8,5.7,No
SRV-751368,ENC-11199,2024-09-13,6.5,6.7,6.9,6.0,No
SRV-426156,ENC-14811,2024-04-26,9.6,8.1,8.5,10.0,No
SRV-912378,ENC-11460,2024-12-06,6.7,6.5,8.1,5.0,Yes
SRV-929742,ENC-11097,2024-07-20,3.3,5.9,4.3,4.6,No
SRV-167384,ENC-10271,2024-01-24,6.1,6.8,8.5,3.7,Yes
SRV-450068,ENC-13784,2024-02-08,5.9,6.6,5.5,7.0,No
SRV-979553,ENC-13344,2024-10-12,7.5,5.7,7.1,10.0,Yes
SRV-303177,ENC-13650,2024-12-01,5.0,4.5,7.0,8.1,Yes
SRV-653109,ENC-12397,2024-06-23,7.7,7.7,9.1,5.4,Yes
SRV-359428,ENC-10385,2024-10-18,5.4,6.1,6.7,3.6,Yes
SRV-280538,ENC-11540,2024-06-16,9.6,8.9,10.0,8.5,Yes
SRV-756449,ENC-10109,2024-07-30,10.0,10.0,10.0,9.0,Yes
SRV-816617,ENC-10465,2024-05-23,9.0,8.6,10.0,5.0,No
SRV-987599,ENC-11482,2024-02-06,7.6,6.5,9.4,4.3,Yes
SRV-699083,ENC-12794,2024-10-16,6.8,6.2,7.5,6.4,No
SRV-156505,ENC-10755,2024-12-31,8.8,7.9,10.0,7.2,Yes
SRV-562966,ENC-12073,2024-07-21,1.0,2.2,1.0,1.6,No
SRV-675354,ENC-14668,2024-08-31,7.1,6.7,6.9,8.5,Yes
SRV-641302,ENC-11173,2024-10-12,4.5,5.2,6.0,2.7,Yes
SRV-492909,ENC-12305,2024-09-03,4.4,5.3,5.7,5.6,No
SRV-999805,ENC-14216,2024-11-23,6.2,6.7,6.3,10.0,No
SRV-873537,ENC-14344,2024-10-25,8.6,9.8,10.0,5.1,Yes
SRV-678440,ENC-11890,2024-10-27,2.3,2.8,3.5,2.9,Yes
SRV-671600,ENC-12557,2024-04-25,7.6,7.9,8.3,8.5,Yes
SRV-454137,ENC-11595,2024-12-17,9.0,8.5,10.0,10.0,No
SRV-212945,ENC-11187,2024-01-09,5.0,4.4,3.4,3.5,No
SRV-398249,ENC-12301,2024-08-23,10.0,9.3,10.0,10.0,Yes
SRV-192915,ENC-10139,2024-10-09,8.4,8.1,8.6,5.3,Yes
SRV-577248,ENC-11786,2024-09-30,10.0,10.0,10.0,10.0,Yes
SRV-875515,ENC-12870,2024-05-25,8.8,8.9,10.0,9.7,Yes
SRV-164298,ENC-11703,2024-07-12,6.8,6.4,9.1,2.9,No
SRV-303579,ENC-12109,2024-08-25,5.7,7.8,6.6,2.9,No
SRV-413194,ENC-93349,2024-12-03,7.0,8.1,8.0,4.3,No
SRV-898569,ENC-13074,2024-03-29,8.1,8.8,9.1,4.1,No
SRV-256900,ENC-13374,2024-04-14,6.4,6.5,7.9,1.2,Yes
SRV-196444,ENC-14475,2024-06-01,7.8,8.6,8.2,7.5,Yes
SRV-790920,ENC-12117,2024-04-02,8.6,8.0,7.7,9.2,No
SRV-983471,ENC-13333,2024-07-25,8.9,10.0,10.0,10.0,Yes
SRV-479731,ENC-13644,2024-08-27,7.5,8.3,6.0,10.0,Yes
SRV-466658,ENC-14546,2024-12-11,7.4,6.6,7.9,10.0,No
SRV-954917,ENC-12862,2024-10-25,6.2,5.5,8.4,3.1,No
SRV-870563,ENC-95605,2024-01-17,6.3,7.2,5.4,3.9,Yes
SRV-457261,ENC-92537,2024-09-14,6.6,6.9,5.2,8.9,No
SRV-432222,ENC-91861,2024-04-14,6.7,7.4,6.4,5.9,No
SRV-669997,ENC-12583,2024-12-26,6.4,7.8,5.1,6.7,No
SRV-868956,ENC-12368,2024-09-04,6.2,6.2,6.0,6.0,No
SRV-480786,ENC-10716,2024-09-26,7.1,4.8,7.1,4.9,No
SRV-237040,ENC-12115,2024-05-23,2.0,2.0,2.0,1.0,Yes
SRV-979417,ENC-11864,2024-08-23,8.5,10.0,8.5,9.9,No
SRV-330351,ENC-13136,2024-03-01,9.6,10.0,10.0,9.6,Yes
SRV-170819,ENC-13198,2024-03-16,3.8,4.5,3.7,4.3,Yes
SRV-545059,ENC-11204,2024-04-28,9.3,9.8,10.0,7.6,Yes
SRV-279988,ENC-14427,2024-04-27,6.6,8.4,7.4,8.3,Yes
SRV-637866,ENC-12885,2024-10-20,7.0,7.2,7.4,6.9,Yes
SRV-982713,ENC-11225,2024-09-21,9.8,10.0,10.0,10.0,No
SRV-180323,ENC-11256,2024-04-29,5.0,4.8,5.9,7.3,Yes
SRV-467469,ENC-12524,2024-12-14,8.2,9.5,8.8,7.4,No
SRV-225508,ENC-11841,2024-04-16,4.4,5.7,4.6,4.5,No
SRV-910794,ENC-11280,2024-03-20,9.5,8.9,9.1,9.1,Yes
SRV-399451,ENC-14277,2024-12-26,3.5,6.4,4.0,5.4,No
SRV-182626,ENC-10789,2024-01-29,9.9,9.6,9.9,10.0,Yes
SRV-784397,ENC-10026,2024-02-22,4.5,3.3,3.7,6.5,No
SRV-525691,ENC-13187,2024-09-25,6.5,6.2,7.1,8.8,No
SRV-740217,ENC-14648,2024-04-22,5.6,5.5,7.5,3.3,No
SRV-242797,ENC-10580,2024-09-15,5.5,6.7,5.2,6.7,No
SRV-432838,ENC-11820,2024-02-03,10.0,10.0,10.0,5.8,Yes
SRV-484898,ENC-13045,2024-12-23,5.8,6.5,6.2,6.6,Yes
SRV-435221,ENC-10855,2024-12-05,8.1,7.9,7.5,10.0,Yes
SRV-274695,ENC-14396,2024-05-23,10.0,10.0,10.0,10.0,Yes
SRV-409855,ENC-13992,2024-08-15,9.3,8.8,9.9,8.7,Yes
SRV-366363,ENC-11680,2024-10-10,7.3,6.8,7.5,5.5,Yes
SRV-980143,ENC-12277,2024-02-01,7.2,7.6,8.6,9.1,Yes
SRV-180307,ENC-11408,2024-02-03,8.1,8.7,8.8,4.2,No
SRV-764604,ENC-10364,2024-08-09,2.8,4.2,2.5,1.0,Yes
SRV-914698,ENC-10209,2024-12-14,8.7,8.3,8.1,10.0,No
SRV-768783,ENC-93752,2024-07-07,4.4,4.3,5.0,1.7,Yes
SRV-224491,ENC-11228,2024-05-20,5.2,4.9,6.0,8.0,Yes
SRV-321600,ENC-96172,2024-08-15,6.9,6.6,6.3,5.2,No
SRV-820859,ENC-12576,2024-02-07,6.8,6.6,5.4,3.1,No
SRV-784933,ENC-10061,2024-05-15,9.8,8.8,10.0,7.4,Yes
SRV-546693,ENC-10528,2024-02-23,7.7,9.3,7.4,7.4,Yes
SRV-831058,ENC-10210,2024-08-23,7.3,6.4,7.4,4.9,Yes
SRV-175661,ENC-14342,2024-03-03,10.0,10.0,9.8,10.0,Yes
SRV-575944,ENC-12510,2024-07-26,7.3,6.8,7.7,7.5,Yes
SRV-615803,ENC-14363,2024-08-09,10.0,9.5,10.0,9.0,Yes
SRV-276233,ENC-13847,2024-02-11,8.6,8.7,9.0,9.5,Yes
SRV-946487,ENC-13939,2024-08-30,4.8,5.3,5.6,6.5,No
SRV-519147,ENC-12357,2024-10-14,8.3,6.1,8.1,10.0,Yes
SRV-592606,ENC-11149,2024-12-01,10.0,10.0,7.7,9.3,Yes
SRV-332501,ENC-12619,2024-12-06,4.3,3.7,4.4,6.5,No
SRV-356744,ENC-11002,2024-07-18,6.0,6.2,5.7,6.6,Yes
SRV-509721,ENC-12703,2024-11-11,6.5,7.5,6.4,3.4,Yes
SRV-161256,ENC-11463,2024-05-24,4.3,3.3,2.5,4.0,Yes
SRV-681509,ENC-13251,2024-10-23,3.9,5.2,4.9,3.4,No
SRV-523881,ENC-10861,2024-11-06,7.3,7.6,7.3,9.1,Yes
SRV-624067,ENC-10570,2024-03-26,2.8,2.4,3.1,2.3,No
SRV-423669,ENC-14326,2024-12-13,6.4,5.4,8.8,7.7,Yes
SRV-116112,ENC-14785,2024-03-31,8.7,8.8,9.7,8.4,No
SRV-565376,ENC-10479,2024-10-28,8.3,6.7,9.5,6.5,No
SRV-771281,ENC-96297,2024-10-11,10.0,10.0,10.0,10.0,Yes
SRV-799024,ENC-12746,2024-04-25,10.0,10.0,9.3,10.0,Yes
SRV-139112,ENC-14582,2024-07-06,6.1,2.8,7.2,4.2,No
SRV-121835,ENC-14858,2024-07-11,10.0,8.9,9.7,10.0,Yes
SRV-287131,ENC-14488,2024-03-25,9.3,9.7,10.0,6.6,Yes
SRV-807190,ENC-10130,2024-04-09,10.0,8.7,10.0,10.0,Yes
SRV-763354,ENC-13780,2024-10-09,5.1,6.8,4.9,6.0,No
SRV-265909,ENC-13053,2024-07-04,8.3,8.3,9.0,7.4,Yes
SRV-175959,ENC-12997,2024-04-05,6.8,5.4,5.2,5.9,No
SRV-144023,ENC-13533,2024-05-05,8.8,9.2,9.4,6.8,Yes
SRV-874395,ENC-13684,2024-09-19,7.0,7.0,5.1,7.0,No
SRV-526916,ENC-98448,2024-04-22,9.6,10.0,10.0,8.1,Yes
SRV-976260,ENC-10931,2024-05-28,3.2,3.2,3.8,4.0,No
SRV-988269,ENC-12351,2024-10-21,9.9,9.4,7.7,10.0,Yes
SRV-979841,ENC-12104,2024-10-10,4.7,3.9,6.5,5.7,No
SRV-566536,ENC-12806,2024-10-09,10.0,10.0,10.0,10.0,Yes
SRV-417757,ENC-11470,2024-10-20,7.2,6.0,8.7,7.7,Yes
SRV-495123,ENC-11088,2024-10-29,6.8,6.1,6.1,7.4,Yes
SRV-700399,ENC-10647,2024-09-26,8.4,8.3,8.5,5.8,Yes
SRV-236574,ENC-13558,2024-03-18,8.0,8.3,8.2,8.7,Yes
SRV-645400,ENC-12720,2024-07-01,8.7,10.0,9.7,10.0,No
SRV-761835,ENC-12672,2024-11-10,10.0,10.0,9.5,6.1,Yes
SRV-310445,ENC-12657,2024-06-26,5.5,6.0,5.1,6.3,Yes
SRV-840669,ENC-10305,2024-10-30,6.8,5.6,5.4,6.6,Yes
SRV-367041,ENC-11230,2024-10-06,3.5,1.2,4.2,2.9,No
SRV-473633,ENC-11517,2024-04-23,7.1,6.2,9.3,5.0,No
SRV-676014,ENC-12719,2024-01-06,9.0,7.7,7.2,6.4,Yes
SRV-744426,ENC-12459,2024-05-02,6.0,6.2,5.3,3.7,No
SRV-748671,ENC-12890,2024-10-03,9.5,8.8,8.8,9.6,Yes
SRV-245955,ENC-12126,2024-06-11,9.3,9.8,8.9,10.0,Yes
SRV-715875,ENC-13899,2024-02-28,6.2,8.4,8.2,5.0,No
SRV-858468,ENC-13084,2024-04-01,7.2,8.1,7.0,9.7,No
SRV-538349,ENC-13113,2024-08-12,7.8,6.6,7.8,7.7,No
SRV-869764,ENC-96556,2024-06-28,5.7,5.5,5.7,5.8,Yes
SRV-308658,ENC-13288,2024-08-04,3.9,3.5,5.8,4.2,Yes
SRV-823757,ENC-12744,2024-09-25,8.5,8.7,10.0,8.6,Yes
SRV-702860,ENC-14524,2024-05-11,5.9,4.5,7.6,4.5,Yes
SRV-476026,ENC-14487,2024-06-04,9.8,7.9,9.8,10.0,Yes
SRV-169933,ENC-13543,2024-12-06,4.6,4.3,3.7,1.0,No
SRV-799417,ENC-12127,2024-08-01,6.4,5.8,5.6,7.0,Yes
SRV-570451,ENC-11218,2024-03-15,7.9,8.9,9.9,8.6,Yes
SRV-989404,ENC-11453,2024-10-24,8.6,8.8,9.4,9.8,Yes
SRV-753560,ENC-13654,2024-12-09,6.2,6.2,7.8,6.6,Yes
SRV-210349,ENC-13341,2024-09-21,10.0,10.0,10.0,10.0,Yes
SRV-662620,ENC-14801,2024-02-29,8.6,9.1,10.0,5.6,Yes
SRV-764477,ENC-14931,2024-10-15,8.1,7.0,9.6,8.4,No
SRV-571545,ENC-11869,2024-03-29,6.4,7.7,8.0,4.4,Yes
SRV-931998,ENC-10865,2024-02-08,6.3,7.3,7.4,8.5,Yes
SRV-465243,ENC-13263,2024-12-20,6.5,5.0,8.2,7.2,Yes
SRV-982225,ENC-13048,2024-02-16,8.8,8.8,9.2,8.0,Yes
SRV-824496,ENC-12665,2024-03-24,7.5,8.0,7.5,7.9,Yes
SRV-625276,ENC-10828,2024-12-06,8.6,9.2,10.0,8.4,Yes
SRV-362364,ENC-14127,2024-12-03,8.4,8.0,9.2,8.5,Yes
SRV-395114,ENC-11354,2024-02-29,8.6,9.6,8.1,6.4,Yes
SRV-418365,ENC-10228,2024-01-08,5.6,4.4,5.2,3.9,No
SRV-867613,ENC-11294,2024-11-10,10.0,10.0,10.0,10.0,Yes
SRV-310719,ENC-12250,2024-06-07,7.7,8.6,8.2,6.1,Yes
SRV-708785,ENC-11393,2024-12-13,5.6,5.2,5.4,5.3,No
SRV-638476,ENC-10218,2024-10-24,8.7,8.0,8.7,5.5,No
SRV-597877,ENC-11726,2024-10-26,6.1,5.8,6.5,4.3,No
SRV-356291,ENC-11349,2024-03-31,8.9,8.9,10.0,7.6,No
SRV-259207,ENC-10676,2024-08-16,5.8,6.2,5.0,3.6,No
SRV-595063,ENC-96104,2024-01-12,4.7,3.1,6.5,5.8,No
SRV-161893,ENC-11686,2024-05-23,3.8,2.3,3.1,7.0,No
SRV-830176,ENC-13616,2024-01-05,2.4,1.7,3.5,5.9,No
SRV-458427,ENC-14212,2024-12-27,6.4,7.4,7.2,6.5,No
SRV-963729,ENC-10550,2024-09-30,6.5,7.0,8.0,7.5,Yes
SRV-435685,ENC-10823,2024-01-01,5.6,5.7,5.4,7.3,Yes
SRV-397241,ENC-11076,2024-06-18,10.0,10.0,10.0,9.5,Yes
SRV-229099,ENC-10794,2024-03-27,10.0,8.7,10.0,10.0,Yes
SRV-175897,ENC-10724,2024-08-08,8.1,8.8,7.4,7.9,No
SRV-289828,ENC-13596,2024-06-28,7.2,8.5,7.9,5.3,Yes
SRV-438780,ENC-14242,2024-06-27,9.3,10.0,8.9,9.7,No
SRV-735983,ENC-12830,2024-04-24,8.0,7.7,7.4,10.0,No
SRV-963739,ENC-11286,2024-08-29,4.9,5.3,4.1,6.9,No
SRV-773963,ENC-10672,2024-04-17,6.2,7.9,7.1,8.9,Yes
SRV-219073,ENC-10407,2024-09-01,8.1,8.6,9.4,8.9,Yes
SRV-657205,ENC-13864,2024-02-05,7.3,7.4,9.0,7.0,Yes
SRV-529707,ENC-11728,2024-09-20,8.4,8.3,10.0,9.4,Yes
SRV-798314,ENC-13524,2024-12-04,7.8,7.2,8.0,4.5,Yes
SRV-246360,ENC-11692,2024-01-25,5.8,6.4,6.8,6.9,No
SRV-759144,ENC-91168,2024-08-23,8.2,8.7,10.0,9.4,No
SRV-533602,ENC-14710,2024-06-09,8.4,8.5,9.9,3.9,No
SRV-298246,ENC-13801,2024-03-11,8.9,9.4,8.8,4.3,Yes
SRV-595946,ENC-10457,2024-03-22,8.9,8.5,9.8,10.0,Yes
SRV-691956,ENC-12628,2024-12-17,5.7,4.4,6.9,6.1,No
SRV-528998,ENC-12363,2024-10-10,10.0,10.0,10.0,10.0,Yes
SRV-191681,ENC-11032,2024-10-06,5.6,5.9,4.0,4.2,No
SRV-562688,ENC-11042,2024-05-28,6.6,5.9,9.3,7.0,No
SRV-313772,ENC-12700,2024-02-29,10.0,9.2,10.0,9.5,Yes
SRV-324902,ENC-11663,2024-03-26,5.7,6.1,5.7,2.4,No
SRV-534301,ENC-13890,2024-10-31,6.8,7.0,7.8,7.2,No
SRV-786172,ENC-12791,2024-06-20,9.0,8.9,8.3,8.3,Yes
SRV-515328,ENC-14558,2024-07-28,6.8,8.0,8.8,10.0,No
SRV-157062,ENC-12486,2024-12-07,7.6,7.6,7.6,5.7,Yes
SRV-462985,ENC-14808,2024-01-28,3.4,4.5,5.2,1.4,No
SRV-109052,ENC-10502,2024-07-06,7.0,6.3,8.4,7.4,No
SRV-676619,ENC-10965,2024-09-01,4.1,2.3,4.0,5.3,No
SRV-961305,ENC-14389,2024-09-20,6.7,5.2,6.8,3.4,Yes
SRV-356747,ENC-10322,2024-01-14,6.1,6.0,5.9,7.5,No
SRV-899109,ENC-14354,2024-06-30,10.0,9.8,10.0,10.0,Yes
SRV-423548,ENC-13929,2024-08-30,8.9,8.9,9.9,9.9,Yes
SRV-767759,ENC-93859,2024-01-31,8.1,7.6,9.3,6.6,Yes
SRV-224464,ENC-12385,2024-11-06,3.9,2.6,6.6,6.3,Yes
SRV-764435,ENC-14773,2024-05-24,5.9,6.1,6.2,8.6,No
SRV-519096,ENC-10499,2024-10-21,8.7,7.1,9.0,7.1,Yes
SRV-235455,ENC-14880,2024-10-31,8.5,7.8,10.0,9.7,No
SRV-174089,ENC-10558,2024-07-05,2.6,4.0,4.3,4.4,No
SRV-715433,ENC-11816,2024-06-17,7.9,6.7,10.0,5.9,Yes
SRV-551662,ENC-14476,2024-01-18,6.5,6.6,6.6,6.6,Yes
SRV-736610,ENC-13753,2024-04-13,1.0,1.5,1.3,1.0,No
SRV-338051,ENC-12306,2024-03-11,8.9,9.7,9.4,7.7,No
SRV-812751,ENC-14116,2024-12-11,8.9,7.8,7.9,9.8,No
SRV-983612,ENC-11490,2024-01-20,8.8,10.0,9.3,8.1,No
SRV-888879,ENC-11493,2024-07-17,10.0,10.0,10.0,7.9,Yes
SRV-308408,ENC-12217,2024-07-08,9.4,9.6,10.0,10.0,Yes
SRV-840932,ENC-12472,2024-06-30,7.0,7.4,6.8,7.6,Yes
SRV-925244,ENC-13863,2024-03-29,2.1,3.7,2.2,1.0,No
SRV-434928,ENC-12414,2024-04-04,6.0,4.9,7.5,6.3,No
SRV-538024,ENC-13078,2024-10-24,10.0,10.0,10.0,10.0,Yes
SRV-974261,ENC-12915,2024-12-02,8.8,8.5,10.0,8.9,Yes
SRV-272851,ENC-12929,2024-06-05,8.7,9.4,10.0,6.9,Yes
SRV-370306,ENC-12789,2024-07-03,6.1,6.6,5.7,4.8,Yes
SRV-166372,ENC-12823,2024-05-04,6.9,7.1,6.6,10.0,Yes
SRV-198763,ENC-14050,2024-08-07,10.0,10.0,10.0,9.3,Yes
SRV-224947,ENC-11437,2024-07-02,10.0,10.0,10.0,9.0,Yes
SRV-286467,ENC-12972,2024-10-27,6.6,6.9,8.3,6.0,No
SRV-965593,ENC-10944,2024-04-11,5.1,4.6,4.0,8.2,No
SRV-512865,ENC-14860,2024-03-14,3.5,1.7,4.3,1.0,Yes
SRV-935769,ENC-12095,2024-12-15,8.3,7.7,8.5,6.4,No
SRV-998194,ENC-11197,2024-06-08,4.2,4.4,4.2,2.5,No
SRV-354794,ENC-14442,2024-04-06,9.4,10.0,9.2,9.3,Yes
SRV-497324,ENC-14696,2024-05-01,10.0,9.3,9.7,10.0,Yes
SRV-550555,ENC-14852,2024-01-17,5.9,6.0,6.4,5.8,No
SRV-646509,ENC-11438,2024-04-29,9.0,9.2,8.6,9.8,No
SRV-441370,ENC-13950,2024-12-21,4.7,7.3,3.5,6.3,Yes
SRV-416305,ENC-95489,2024-09-30,5.0,3.3,7.1,4.2,Yes
SRV-623907,ENC-12396,2024-09-24,10.0,9.9,10.0,10.0,Yes
SRV-780472,ENC-10528,2024-10-14,9.6,10.0,10.0,10.0,Yes
SRV-145166,ENC-12097,2024-03-20,1.7,1.0,1.0,2.1,No
SRV-481071,ENC-10415,2024-05-06,9.6,9.3,9.3,6.6,No
SRV-656646,ENC-12309,2024-08-07,4.9,4.9,4.8,4.4,Yes
SRV-764654,ENC-13245,2024-02-24,5.5,4.3,7.9,4.1,No
